,Unnamed: 0,index,Nama Pemaju,Kod Pemaju,No. Lesen,Tarikh Mula Lesen,Tarikh Tamat Lesen,No. Telefon,Emel,Laman Web,Kod Pemajuan,Status Projek (Keseluruhan),No. Permit,Tarikh Mula Permit,Tarikh Tamat Permit,Harga Bermula,Keluasan,Jenis Rumah,Bil. Tingkat,Bil. Bilik,Bil. Tandas,Keluasan Binaan (mps),Bil. Unit,Anggaran Baki Unit,Harga Minimum (RM),Harga Maksimum (RM),Peratus Sebenar %,Location,Address,Link,Website Location,Unnamed: 0.1
794,331,8 9 4 7 - 1 2 - P R O J E K   P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-12,",SIAP DENGAN: CCC PENUH,8947-12/1234/2012(06),10 Jun 2011,09 Jun 2012,"RM 252,950.00",0.00mps,RUMAH TERES,2.0,0,0,0,36.0,36.0,"252,950.00","278,925.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-12,"(332, '8947-12')",331.0
795,332,8 9 4 7 - 1 3 - P R O J E K   P E R U M A H A N   G O N G   B A D A K,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-13,",SIAP DENGAN: CCC PENUH,8947-13/825/2012(04),21 Apr 2011,20 Apr 2012,"RM 274,000.00",0.00mps,RUMAH TERES,2.0,0,0,0,11.0,11.0,"274,000.00","317,200.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-13,"(333, '8947-13')",332.0
796,333,8 9 4 7 - 1 4 - P E R U M A H A N   S E B E R A N G   P A K A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-14,",SIAP DENGAN: CFO PENUH,8947-14/07-2014/0540(P),04 Jul 2013,03 Jul 2014,"RM 217,400.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,17.0,0.0,"306,200.00","353,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-14,"(334, '8947-14')",333.0
797,334,8 9 4 7 - 1 4 - P E R U M A H A N   S E B E R A N G   P A K A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-14,",SIAP DENGAN: CFO PENUH,8947-14/07-2014/0540(P),04 Jul 2013,03 Jul 2014,"RM 217,400.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,38.0,0.0,"217,400.00","293,900.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-14,"(334, '8947-14')",334.0
798,335,8 9 4 7 - 1 5 - P E R K E D A I A N   B U K I T   K E C I L,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-15,",SIAP DENGAN: CCC PENUH,8947-15/2460/2012(11),21 Nov 2011,20 Nov 2012,"RM 168,000.00",0.00mps,RUMAH KEDAI (G),4.0,0,0,0,3.0,3.0,"1,200,000.00","1,400,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-15,"(335, '8947-15')",335.0
799,336,8 9 4 7 - 1 5 - P E R K E D A I A N   B U K I T   K E C I L,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-15,",SIAP DENGAN: CCC PENUH,8947-15/2460/2012(11),21 Nov 2011,20 Nov 2012,"RM 168,000.00",0.00mps,RUMAH PANGSA/KONDO,4.0,0,0,0,6.0,6.0,"168,000.00","364,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-15,"(335, '8947-15')",336.0
800,337,8 9 4 7 - 1 6 - P E R U M A H A N   T A M A N   S E R I   B I N J A I,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-16,",SIAP DENGAN: CCC PENUH,8947-16/622/2013(03),21 Mar 2012,20 Mar 2013,"RM 273,800.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,14.0,3.0,"273,800.00","283,500.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-16,"(336, '8947-16')",337.0
801,338,8 9 4 7 - 1 6 - P E R U M A H A N   T A M A N   S E R I   B I N J A I,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-16,",SIAP DENGAN: CCC PENUH,8947-16/622/2013(03),21 Mar 2012,20 Mar 2013,"RM 273,800.00",0.00mps,RUMAH SESEBUAH,1.0,0,0,0,4.0,1.0,"302,400.00","309,500.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-16,"(336, '8947-16')",338.0
802,339,8 9 4 7 - 1 6 - P E R U M A H A N   T A M A N   S E R I   B I N J A I,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-16,",SIAP DENGAN: CCC PENUH,8947-16/622/2013(03),21 Mar 2012,20 Mar 2013,"RM 273,800.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,3.0,2.0,"393,400.00","402,200.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-16,"(336, '8947-16')",339.0
803,340,"8 9 4 7 - 1 7 - P E R K E D A I A N   P E R M I N T   P E R D A N A ,   M U K I M   K U A L A   N E R U S ,",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-17,",-,8947-17/623/2013(03),21 Mar 2012,20 Mar 2013,"RM 305,000.00",0.00mps,RUMAH KEDAI (G),2.0,0,0,0,8.0,8.0,"305,000.00","421,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-17,"(337, '8947-17')",340.0
804,341,"8 9 4 7 - 1 8 - P E R U M A H A N   P E R M I N T   P U T E R A ,   P E K A N   K A M P U N G   R A J A ,",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-18,",-,8947-18/2655/2012(12),13 Dec 2011,12 Dec 2012,"RM 235,500.00","0.00mps - 1,238.00mps",RUMAH BERKEMBAR,2.0,0,0,0,2.0,2.0,"355,300.00","357,300.00",90.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-18,"(338, '8947-18')",341.0
805,342,"8 9 4 7 - 1 8 - P E R U M A H A N   P E R M I N T   P U T E R A ,   P E K A N   K A M P U N G   R A J A ,",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-18,",-,8947-18/2655/2012(12),13 Dec 2011,12 Dec 2012,"RM 235,500.00","0.00mps - 1,238.00mps",RUMAH BERKEMBAR,1.0,0,0,"1,238",24.0,24.0,"235,500.00","259,000.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-18,"(338, '8947-18')",342.0
806,343,8 9 4 7 - 1 9 - P E R U M A H A N   G O N G   B A D A K   8,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-19,",SIAP DENGAN: CCC PENUH,8947-19/694/2013(03),28 Mar 2012,27 Mar 2013,"RM 522,400.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,16.0,10.0,"522,400.00","550,700.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-19,"(339, '8947-19')",343.0
807,344,8 9 4 7 - 2 - P R O J E K   P E R U M A H A N   P E R M I N T   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-2,",SIAP DENGAN: CFO PENUH,8947-2/963/2005(05),10 May 2004,09 May 2005,"RM 86,600.00",0.00mps,RUMAH BERKEMBAR,1.0,0,0,0,40.0,40.0,"115,500.00","142,500.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-2,"(340, '8947-2')",344.0
808,345,8 9 4 7 - 2 - P R O J E K   P E R U M A H A N   P E R M I N T   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-2,",SIAP DENGAN: CFO PENUH,8947-2/963/2005(05),10 May 2004,09 May 2005,"RM 86,600.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,20.0,20.0,"149,500.00","164,800.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-2,"(340, '8947-2')",345.0
809,346,8 9 4 7 - 2 - P R O J E K   P E R U M A H A N   P E R M I N T   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-2,",SIAP DENGAN: CFO PENUH,8947-2/963/2005(05),10 May 2004,09 May 2005,"RM 86,600.00",0.00mps,RUMAH TERES,1.0,0,0,0,44.0,44.0,"86,600.00","96,400.00",95.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-2,"(340, '8947-2')",346.0
810,347,8 9 4 7 - 2 0 - P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-20,",SIAP DENGAN: CCC PENUH,8947-20/882/2013(04),20 Apr 2012,19 Apr 2013,"RM 440,700.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,18.0,1.0,"440,700.00","467,800.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-20,"(341, '8947-20')",347.0
811,348,8 9 4 7 - 2 0 - P E R U M A H A N   T A M A N   K P   P E R D A N A,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-20,",SIAP DENGAN: CCC PENUH,8947-20/882/2013(04),20 Apr 2012,19 Apr 2013,"RM 440,700.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,18.0,11.0,"441,800.00","488,900.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-20,"(341, '8947-20')",348.0
812,349,8 9 4 7 - 2 1 - P E R U M A H A N   K A M P U N G   C H A B A N G,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-21,",SIAP DENGAN: CCC PENUH,-,-,-,"RM 406,400.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,10.0,0.0,"406,400.00","434,600.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-21,"(342, '8947-21')",349.0
813,350,8 9 4 7 - 2 2 - P E R K E D A I A N   P A K   S A B A H,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-22,",SIAP DENGAN: CCC PENUH,8947-22/05-2017/0383(P),13 May 2015,12 May 2017,"RM 192,531.00",148.23mps,RUMAH KEDAI (H),4.0,0,0,148,32.0,26.0,"192,531.00","446,925.00",100.0,"[""4.755099, 103.412320""]",,https://teduh.kpkt.gov.my/project-swasta/8947-22,"(343, '8947-22')",350.0
814,351,8 9 4 7 - 2 3 - P M I N T,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-23,",SIAP DENGAN: CCC PENUH,8947-23/05-2017/0393(P),14 May 2015,13 May 2017,"RM 367,600.00",0.00mps,RUMAH KEDAI (G),2.0,0,0,0,8.0,-8.0,"367,600.00","414,480.00",100.0,"[""5.348251, 103.129520""]",,https://teduh.kpkt.gov.my/project-swasta/8947-23,"(344, '8947-23')",351.0
815,352,8 9 4 7 - 2 4 - P E R U M A H A N   B A L A I   B E S A R,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-24,",SIAP DENGAN: CCC PENUH,8947-24/05-2017/0414(P),19 May 2015,18 May 2017,"RM 240,000.00",0.00mps - 92.93mps,RUMAH TERES,1.5,0,0,0,4.0,4.0,"389,720.00","408,760.00",100.0,"[""4.736036, 103.403890""]",,https://teduh.kpkt.gov.my/project-swasta/8947-24,"(345, '8947-24')",352.0
816,353,8 9 4 7 - 2 4 - P E R U M A H A N   B A L A I   B E S A R,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-24,",SIAP DENGAN: CCC PENUH,8947-24/05-2017/0414(P),19 May 2015,18 May 2017,"RM 240,000.00",0.00mps - 92.93mps,RUMAH TERES,1.0,0,0,93,15.0,-10.0,"240,000.00","240,000.00",100.0,"[""4.736036, 103.403890""]",,https://teduh.kpkt.gov.my/project-swasta/8947-24,"(345, '8947-24')",353.0
817,354,"8 9 4 7 - 2 5 - P E R U M A H A N   P E R M I N T   P E R D A N A ,   K G   B A T I N",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-25,",SIAP DENGAN: CCC PENUH,8947-25/02-2018/0139(P),27 Feb 2016,26 Feb 2018,"RM 404,250.00",101.00mps - 154.00mps,RUMAH SESEBUAH,2.0,0,0,154,7.0,0.0,"462,000.00","579,600.00",100.0,"[""5.349702, 103.124801""]",,https://teduh.kpkt.gov.my/project-swasta/8947-25,"(346, '8947-25')",354.0
818,355,"8 9 4 7 - 2 5 - P E R U M A H A N   P E R M I N T   P E R D A N A ,   K G   B A T I N",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-25,",SIAP DENGAN: CCC PENUH,8947-25/02-2018/0139(P),27 Feb 2016,26 Feb 2018,"RM 404,250.00",101.00mps - 154.00mps,RUMAH BERKEMBAR,2.0,0,0,101,12.0,0.0,"404,250.00","452,550.00",100.0,"[""5.349702, 103.124801""]",,https://teduh.kpkt.gov.my/project-swasta/8947-25,"(346, '8947-25')",355.0
819,356,"8 9 4 7 - 2 5 - P E R U M A H A N   P E R M I N T   P E R D A N A ,   K G   B A T I N",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-25,",SIAP DENGAN: CCC PENUH,8947-25/02-2018/0139(P),27 Feb 2016,26 Feb 2018,"RM 404,250.00",101.00mps - 154.00mps,RUMAH SESEBUAH,2.0,0,0,154,17.0,0.0,"464,310.00","548,100.00",100.0,"[""5.349702, 103.124801""]",,https://teduh.kpkt.gov.my/project-swasta/8947-25,"(346, '8947-25')",356.0
820,357,8 9 4 7 - 2 6 - P E R U M A H A N   P E N G K A L A N   N Y I R E H,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-26,",SIAP DENGAN: CCC PENUH,8947-26/02-2018/0140(P),27 Feb 2016,26 Feb 2018,"RM 317,100.00",121.00mps,RUMAH BERKEMBAR,1.0,0,0,121,32.0,0.0,"317,100.00","355,867.00",100.0,"[""5.806027, 102.577324""]",,https://teduh.kpkt.gov.my/project-swasta/8947-26,"(347, '8947-26')",357.0
821,358,8 9 4 7 - 2 7 - P E R U M A H A N   T E B I N G   T E M B A H,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-27,",SIAP DENGAN: CCC PENUH,8947-27/02-2018/0141(P),27 Feb 2016,26 Feb 2018,"RM 295,050.00",110.00mps,RUMAH BERKEMBAR,1.0,0,0,110,48.0,6.0,"295,050.00","316,864.00",100.0,"[""4.655920, 103.423394""]",,https://teduh.kpkt.gov.my/project-swasta/8947-27,"(348, '8947-27')",358.0
822,359,8 9 4 7 - 2 8 - R U M A H   B E R K E M B A R   2   T I N G K A T,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-28,",SIAP DENGAN: CCC PENUH,8947-28/02-2018/0142(P),27 Feb 2016,26 Feb 2018,"RM 495,435.00",195.09mps,RUMAH BERKEMBAR,2.0,0,0,195,10.0,0.0,"495,435.00","528,080.00",100.0,"[""5.295311, 103.114719""]",,https://teduh.kpkt.gov.my/project-swasta/8947-28,"(349, '8947-28')",359.0
823,360,"8 9 4 7 - 2 9 - P E R K E D A I A N   T E P O H ,   K U A L A   N E R U S",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-29,",SIAP DENGAN: CCC PENUH,8947-29/05-2018/0361(P),24 May 2016,23 May 2018,"RM 190,482.00",112.61mps,RUMAH KEDAI (H),2.0,0,0,113,18.0,1.0,"190,482.00","320,760.00",100.0,"[""5.356134, 103.060214""]",,https://teduh.kpkt.gov.my/project-swasta/8947-29,"(350, '8947-29')",360.0
824,361,8 9 4 7 - 3 - P R O J E K   P E R U M A H A N   P E R M I N T   J A Y A   I V,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-3,",SIAP DENGAN: CFO PENUH,8947-3/2139/2005(11),04 Nov 2004,03 Nov 2005,"RM 89,000.00",0.00mps,RUMAH SESEBUAH,2.0,0,0,0,1.0,1.0,"250,000.00","250,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-3,"(351, '8947-3')",361.0
825,362,8 9 4 7 - 3 - P R O J E K   P E R U M A H A N   P E R M I N T   J A Y A   I V,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-3,",SIAP DENGAN: CFO PENUH,8947-3/2139/2005(11),04 Nov 2004,03 Nov 2005,"RM 89,000.00",0.00mps,RUMAH BERKEMBAR,2.0,0,0,0,38.0,38.0,"161,500.00","180,000.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-3,"(351, '8947-3')",362.0
826,363,8 9 4 7 - 3 - P R O J E K   P E R U M A H A N   P E R M I N T   J A Y A   I V,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-3,",SIAP DENGAN: CFO PENUH,8947-3/2139/2005(11),04 Nov 2004,03 Nov 2005,"RM 89,000.00",0.00mps,RUMAH TERES,1.0,0,0,0,53.0,53.0,"89,000.00","111,700.00",100.0,,,https://teduh.kpkt.gov.my/project-swasta/8947-3,"(351, '8947-3')",363.0
827,364,8 9 4 7 - 3 0 - P E R U M A H A N   T A M A N   F I K R I   P E R M A I,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-30,",SIAP DENGAN: CCC PENUH,8947-30/11-2019/0904(P),07 Nov 2017,06 Nov 2019,"RM 392,700.00",188.87mps,RUMAH TERES,2.0,0,0,189,19.0,18.0,"392,700.00","415,086.00",100.0,"[""4.202134, 103.429071""]",,https://teduh.kpkt.gov.my/project-swasta/8947-30,"(352, '8947-30')",364.0
828,365,8 9 4 7 - 3 1 - P E R U M A H A N   K P   P E R D A N A   6,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-31,",SIAP DENGAN: CCC PENUH,8947-31/12-2020/01080(P),11 Dec 2018,10 Dec 2020,"RM 396,900.00",134.50mps,RUMAH TERES,2.0,0,0,135,16.0,3.0,"396,900.00","415,550.00",100.0,"[""5.295842, 103.110453""]",,https://teduh.kpkt.gov.my/project-swasta/8947-31,"(353, '8947-31')",365.0
829,366,"8 9 4 7 - 3 2 - P E R U M A H A N   B I N J A I   R E N D A H   F A S A   3 ,   M A R A N G ,   T E R E N G G A N U",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-32,",SIAP DENGAN: CCC PENUH,8947-30/02-2021/0127(P),14 Feb 2019,13 Feb 2021,"RM 310,960.00",140.60mps - 215.50mps,RUMAH SESEBUAH,2.0,0,0,216,1.0,0.0,"414,960.00","414,960.00",100.0,"[""5.203101, 103.097535""]",,https://teduh.kpkt.gov.my/project-swasta/8947-32,"(354, '8947-32')",366.0
830,367,"8 9 4 7 - 3 2 - P E R U M A H A N   B I N J A I   R E N D A H   F A S A   3 ,   M A R A N G ,   T E R E N G G A N U",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-32,",SIAP DENGAN: CCC PENUH,8947-30/02-2021/0127(P),14 Feb 2019,13 Feb 2021,"RM 310,960.00",140.60mps - 215.50mps,RUMAH BERKEMBAR,2.0,0,0,141,14.0,0.0,"310,960.00","317,935.00",100.0,"[""5.203101, 103.097535""]",,https://teduh.kpkt.gov.my/project-swasta/8947-32,"(354, '8947-32')",367.0
831,368,8 9 4 7 - 3 3 - T A M A N   P M I N T   B A L A I   B E S A R,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-33,",SIAP DENGAN: CCC PENUH,8947-33/01-2023/0586(R)-(L),31 Jan 2022,30 Jan 2023,"RM 260,000.00",126.04mps - 126.40mps,RUMAH TERES,1.0,0,0,126 - 126,35.0,13.0,"260,000.00","326,000.00",100.0,"[""4.735040, 103.404403""]",,https://teduh.kpkt.gov.my/project-swasta/8947-33,"(355, '8947-33')",368.0
832,369,8 9 4 7 - 3 4 - T A M A N   F I K R I   3,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-34,",SIAP DENGAN: CCC PENUH,8947-34/02-2022/98(P),04 Feb 2020,03 Feb 2022,"RM 263,025.00",128.10mps,RUMAH TERES,1.0,0,0,128,18.0,13.0,"263,025.00","304,500.00",100.0,"[""4.202024, 103.428377""]",,https://teduh.kpkt.gov.my/project-swasta/8947-34,"(356, '8947-34')",369.0
833,370,8 9 4 7 - 3 5 - P E R U M A H A N   K G . B A R U   K E R T E H   K E M A M A N   T E R E N G G A N U,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-35,",SIAP DENGAN: CCC PENUH,8947-35/12-2023/0674(R)-(L),17 Dec 2022,16 Dec 2023,"RM 310,000.00",125.04mps - 129.54mps,RUMAH BERKEMBAR,1.0,3,2,125 - 130,20.0,0.0,"310,000.00","371,000.00",100.0,"[""4.484333, 103.433333""]",,https://teduh.kpkt.gov.my/project-swasta/8947-35,"(381, '8947-35')",370.0
834,371,"8 9 4 7 - 3 6 - P E R U M A H A N   K P   P E R D A N A ,   K U B A N G   P A R I T ,   K U A L A   T E R E N G G A N U",PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-36,",SAKIT,8947-36/08-2024/1348(R)-(L),15 Aug 2023,14 Aug 2024,"RM 389,000.00",173.00mps,RUMAH TERES,2.0,0,0,173,68.0,59.0,"389,000.00","430,000.00",97.1,"[""5.294634, 103.110304""]",,https://teduh.kpkt.gov.my/project-swasta/8947-36,"(481, '8947-36')",371.0
835,372,8 9 4 7 - 3 7 - P E R U M A H A N   R E S I D E N S I   T E M B E S U   K U A L A   N E R U S,PERBADANAN MEMAJUKAN IKTISAD NEGERI TERENGGANU,8947,8947-39/04-2024/0233(L),14 Apr 2022,13 Apr 2024,096278000,wadnan@pmint.gov.my,WWW.PMINT.GOV.MY,"8947-37,",BERJALAN LANCAR,8947-37/03-2024/0199(P),08 Mar 2022,07 Mar 2024,"RM 419,000.00",0.00mps,RUMAH TERES,2.0,0,0,0,96.0,96.0,"419,000.00","511,000.00",97.5,"[""5.355096, 103.099245""]",,https://teduh.kpkt.gov.my/project-swasta/8947-37,"(413, '8947-37')",372.0
